Place,Day,Month,Year,Station,Family,Genus,Species,Abundance,Size TL (mm),Size SL (mm),Weight (g),Remark,Remark 2,TS (O/N),,TS (n°),TS (Box)
Bastia,8,11,2013,BAS_003,Mugilidae,gen.,sp.,1,20,,,,2.7,,,,
Bastia,8,11,2013,BAS_003,Sparidae,Pagellus,acarne,1,20,,,,2.7,,,,
Bastia,8,11,2013,BAS_004,,,,,,,,CARE Vide,,,,,
Bastia,8,11,2013,BAS_005,,,,,,,,CARE Vide,,,,,
Bastia,8,11,2013,BAS_006,,,,,,,,CARE Vide,,,,,
Bastia,8,11,2013,BAS_007,,,,,,,,CARE Vide,,,,,
Bastia,8,11,2013,BAS_008,,,,,,,,CARE Vide,,,,,
Bastia,8,11,2013,BAS_009,,,,,,,,CARE Vide,,,,,
Bastia,9,11,2013,BAS_001,Sparidae,Pagellus,acarne,3,20,,,,2.7,,,,
Bastia,9,11,2013,BAS_002,Mugilidae,gen.,sp.,6,20,,,,2.7,,,,
Bastia,9,11,2013,BAS_003,,,,,,,,CARE Vide,,,,,
Bastia,9,11,2013,BAS_004,,,,,,,,CARE Vide,,,,,
Bastia,9,11,2013,BAS_005,,,,,,,,CARE Vide,,,,,
Bastia,9,11,2013,BAS_006,,,,,,,,CARE Vide,,,,,
Bastia,9,11,2013,BAS_007,,,,,,,,CARE Vide,,,,,
Bastia,9,11,2013,BAS_008,,,,,,,,CARE Vide,,,,,
Bastia,9,11,2013,BAS_009,Mugilidae,gen.,sp.,4,20,,,,2.7,,,,
Bastia,4,12,2013,BAS_001,Mugilidae,gen.,sp.,1,15,,,,3.4,,,,
Bastia,4,12,2013,BAS_001,Sparidae,Pagellus,acarne,3,25,,,,3.4,,,,
Bastia,4,12,2013,BAS_001,Sparidae,Sarpa,salpa,1,15,,,,3.4,,,,
Bastia,4,12,2013,BAS_001,Clupeidae,Clupeidae,sp.,7,25,,,,D.O.A,,,,
Bastia,4,12,2013,BAS_002,Sparidae,Sarpa,salpa,1,15,,,,3.4,,,,
Bastia,4,12,2013,BAS_003,Mugilidae,gen.,sp.,1,10,,,,D.O.A,,,,
Bastia,4,12,2013,BAS_003,Sparidae,Pagellus,acarne,2,25,,,,3.4,,,,
Bastia,4,12,2013,BAS_004,Sparidae,Pagellus,acarne,1,20,,,,D.O.A,,,,
Bastia,4,12,2013,BAS_005,Mugilidae,gen.,sp.,1,10,,,,D.O.A,,,,
Bastia,4,12,2013,BAS_006,Clupeidae,Clupeidae,sp.,1,25,,,,D.O.A,,,,
Bastia,4,12,2013,BAS_007,,,,,,,,CARE Vide,,,,,
Bastia,4,12,2013,BAS_008,,,,,,,,disparu,,,,,
Bastia,4,12,2013,BAS_009,,,,,,,,disparu,,,,,
Bastia,5,12,2013,BAS_001,Sparidae,Pagellus,acarne,6,25,,,,3.4,,,,
Bastia,5,12,2013,BAS_001,Sparidae,Sarpa,salpa,1,10,,,,D.O.A,,,,
Bastia,5,12,2013,BAS_001,Argentinidae,Argentina,sphyraena,1,,,,,D.O.A,,,,
Bastia,5,12,2013,BAS_002,Sparidae,Pagellus,acarne,1,,,,,3.4,,,,
Bastia,5,12,2013,BAS_003,Sparidae,Pagellus,acarne,1,,,,,3.4,,,,
Bastia,5,12,2013,BAS_004,,,,,,,,CARE Vide,,,,,
Bastia,5,12,2013,BAS_005,,,,,,,,CARE Vide,,,,,
Bastia,5,12,2013,BAS_006,Sparidae,Pagellus,acarne,2,,,,,3.4,,,,
Bastia,5,12,2013,BAS_006,Sparidae,Sarpa,salpa,2,,,,,3.4,,,,
Bastia,5,12,2013,BAS_006,Clupeidae,Clupeidae,sp.,1,15,,,,D.O.A,,,,
Bastia,5,12,2013,BAS_007,,,,,,,,CARE Vide,,,,,
Bastia,5,12,2013,BAS_008,Sparidae,Diplodus,vulgaris,1,10,,,,3.4,,,,
Bastia,5,12,2013,BAS_008,Sparidae,Sarpa,salpa,1,10,,,,3.4,,,,
Bastia,5,12,2013,BAS_008,Argentinidae,Argentina,sphyraena,1,25,,,,D.O.A,,,,
Bastia,5,12,2013,BAS_008,Clupeidae,Clupeidae,sp.,2,20,,,,D.O.A,,,,
Bastia,5,12,2013,BAS_009,Sparidae,Pagellus,acarne,4,25,,,,3.4,,,,
Bastia,5,12,2013,BAS_009,Sparidae,Sarpa,salpa,1,10,,,,D.O.A,,,,
Bastia,5,12,2013,BAS_009,Clupeidae,Clupeidae,sp.,4,20,,,,D.O.A,,,,
Bastia,6,12,2013,BAS_001,Mugilidae,gen.,sp.,2,,,,,3.4,,,,
Bastia,6,12,2013,BAS_001,Sparidae,Sarpa,salpa,1,,,,,3.4,,,,
Bastia,6,12,2013,BAS_002,Sparidae,Sarpa,salpa,1,,,,,3.4,,,,
Bastia,6,12,2013,BAS_003,Sparidae,Sarpa,salpa,3,,,,,3.4,,,,
Bastia,6,12,2013,BAS_003,Clupeidae,Clupeidae,sp.,1,,,,,D.O.A,,,,
Bastia,6,12,2013,BAS_004,Sparidae,Sarpa,salpa,1,,,,,3.4,,,,
Bastia,6,12,2013,BAS_005,Sparidae,Sarpa,salpa,1,,,,,3.4,,,,
Bastia,6,12,2013,BAS_006,Sparidae,Sarpa,salpa,1,,,,,3.4,,,,
Bastia,6,12,2013,BAS_007,Sparidae,Sarpa,salpa,2,,,,,3.4,,,,
Bastia,6,12,2013,BAS_008,Mugilidae,gen.,sp.,5,,,,,3.4,,,,
Bastia,6,12,2013,BAS_009,Sparidae,Sarpa,salpa,2,,,,,3.4,,,,
Bastia,8,12,2013,BAS_001,Sparidae,Pagellus,acarne,3,25,,,,3.4,,,,
Bastia,8,12,2013,BAS_001,Sparidae,Sarpa,salpa,2,20,,,,3.4,,,,
Bastia,8,12,2013,BAS_002,Sparidae,Pagellus,acarne,3,,,,,3.4,,,,
Bastia,8,12,2013,BAS_002,Sparidae,Sarpa,salpa,3,,,,,3.4,,,,
Bastia,8,12,2013,BAS_003,Sparidae,Pagellus,acarne,1,,,,,3.4,,,,
Bastia,8,12,2013,BAS_003,Sparidae,Sarpa,salpa,5,,,,,3.4,,,,
Bastia,8,12,2013,BAS_004,,,,,,,,CARE Vide,,,,,
Bastia,8,12,2013,BAS_005,Sparidae,Pagellus,acarne,2,,,,,3.4,,,,
Bastia,8,12,2013,BAS_005,Sparidae,Sarpa,salpa,2,,,,,3.4,,,,
Bastia,8,12,2013,BAS_006,Sparidae,Pagellus,acarne,1,,,,,3.4,,,,
Bastia,8,12,2013,BAS_006,Sparidae,Sarpa,salpa,4,,,,,3.4,,,,
Bastia,8,12,2013,BAS_007,Sparidae,Pagellus,acarne,2,,,,,3.4,,,,
Bastia,8,12,2013,BAS_007,Sparidae,Sarpa,salpa,2,,,,,3.4,,,,
Bastia,8,12,2013,BAS_008,Sparidae,Pagellus,acarne,6,,,,,3.4,,,,
Bastia,8,12,2013,BAS_008,Sparidae,Sarpa,salpa,8,,,,,3.4,,,,
Bastia,8,12,2013,BAS_009,Sparidae,Pagellus,acarne,3,,,,,3.4,,,,
Bastia,8,12,2013,BAS_009,Sparidae,Sarpa,salpa,2,,,,,3.4,,,,
Bastia,9,12,2013,BAS_001,,,,,,,,CARE Vide,,,,,
Bastia,9,12,2013,BAS_002,,,,,,,,CARE Vide,,,,,
Bastia,9,12,2013,BAS_003,Sparidae,Sarpa,salpa,1,20,,,,3.8,,,,
Bastia,9,12,2013,BAS_004,Mugilidae,gen.,sp.,1,20,,,,3.8,,,,
Bastia,9,12,2013,BAS_004,Sparidae,Pagellus,acarne,1,25,,,,3.8,,,,
Bastia,9,12,2013,BAS_005,,,,,,,,CARE Vide,,,,,
Bastia,9,12,2013,BAS_006,,,,,,,,CARE Vide,,,,,
Bastia,9,12,2013,BAS_007,Sparidae,Sarpa,salpa,1,15,,,,3.8,,,,
Bastia,9,12,2013,BAS_008,Sparidae,Pagellus,acarne,1,25,,,,3.8,,,,
Bastia,9,12,2013,BAS_009,Sparidae,Pagellus,acarne,1,15,,,,3.8,,,,
Bastia,9,12,2013,BAS_009,Sparidae,Sarpa,salpa,2,25,,,,3.8,,,,
Bastia,10,12,2013,BAS_001,Sparidae,Pagellus,acarne,2,20,,,,3.8,,,,
Bastia,10,12,2013,BAS_001,Clupeidae,Clupeidae,sp.,1,15,,,,D.O.A,,,,
Bastia,10,12,2013,BAS_002,Sparidae,Pagellus,acarne,2,20,,,,3.8,,,,
Bastia,10,12,2013,BAS_003,Sparidae,Sarpa,salpa,3,15,,,,3.8,,,,
Bastia,10,12,2013,BAS_003,Argentinidae,Argentina,sphyraena,1,30,,,,D.O.A,,,,
Bastia,10,12,2013,BAS_004,Sparidae,Pagellus,acarne,1,20,,,,3.8,,,,
Bastia,10,12,2013,BAS_004,Sparidae,Sarpa,salpa,1,15,,,,3.8,,,,
Bastia,10,12,2013,BAS_004,Sparidae,Sarpa,salpa,1,15,,,,D.O.A,,,,
Bastia,10,12,2013,BAS_004,Clupeidae,Clupeidae,sp.,3,25,,,,D.O.A,,,,
Bastia,10,12,2013,BAS_005,Sparidae,Sarpa,salpa,1,15,,,,3.8,,,,
Bastia,10,12,2013,BAS_006,Blenniidae,Parablennius,pilicornis,1,25,,,,3.4,,,,
Bastia,10,12,2013,BAS_006,Sparidae,Pagellus,acarne,2,25,,,,3.8,,,,
Bastia,10,12,2013,BAS_006,Clupeidae,Clupeidae,sp.,2,25,,,,D.O.A,,,,
Bastia,10,12,2013,BAS_007,,,,,,,,CARE Vide,,,,,
Bastia,10,12,2013,BAS_008,,,,,,,,CARE Vide,,,,,
Bastia,10,12,2013,BAS_009,,,,,,,,CARE Vide,,,,,
Bastia,11,12,2013,BAS_001,Sparidae,Sarpa,salpa,3,15,,,,3.8,,,,
Bastia,11,12,2013,BAS_002,Sparidae,Sarpa,salpa,1,18,,,,3.8,,,,
Bastia,11,12,2013,BAS_003,Sparidae,Sarpa,salpa,4,15,,,,3.8,,,,
Bastia,11,12,2013,BAS_004,,,,,,,,CARE Vide,,,,,
Bastia,11,12,2013,BAS_005,,,,,,,,CARE Vide,,,,,
Bastia,11,12,2013,BAS_006,Sparidae,Pagellus,acarne,1,25,,,,D.O.A,,,,
Bastia,11,12,2013,BAS_006,Sparidae,Sarpa,salpa,4,15,,,,3.8,,,,
Bastia,11,12,2013,BAS_007,Sparidae,Sarpa,salpa,6,15,,,,3.8,,,,
Bastia,11,12,2013,BAS_008,Sparidae,Sarpa,salpa,5,15,,,,3.8,,,,
Bastia,11,12,2013,BAS_009,Sparidae,Sarpa,salpa,1,15,,,,3.8,,,,
Bastia,12,12,2013,BAS_001,Mugilidae,gen.,sp.,7,20,,,,3.7,,,,
Bastia,12,12,2013,BAS_001,Sparidae,Sarpa,salpa,1,20,,,,3.7,,,,
Bastia,12,12,2013,BAS_002,Mugilidae,gen.,sp.,2,20,,,,3.7,,,,
Bastia,12,12,2013,BAS_002,Sparidae,Pagellus,acarne,1,25,,,,3.7,,,,
Bastia,12,12,2013,BAS_002,Sparidae,Sarpa,salpa,3,15,,,,3.7,,,,
Bastia,12,12,2013,BAS_002,Clupeidae,Clupeidae,sp.,1,42,,0.2712,,D.O.A,,,,
Bastia,12,12,2013,BAS_003,Mugilidae,gen.,sp.,6,20,,,,3.7,,,,
Bastia,12,12,2013,BAS_003,Sparidae,Pagellus,acarne,1,30,,,,3.7,,,,
Bastia,12,12,2013,BAS_003,Sparidae,Sarpa,salpa,1,25,,0.0885,,D.O.A,,,,
Bastia,12,12,2013,BAS_004,Mugilidae,gen.,sp.,1,25,,,,3.7,,,,
Bastia,12,12,2013,BAS_004,Sparidae,Sarpa,salpa,1,15,,,,3.7,,,,
Bastia,12,12,2013,BAS_005,Mugilidae,gen.,sp.,8,20,,,,3.7,,,,
Bastia,12,12,2013,BAS_005,Sparidae,Pagellus,acarne,2,25,,,,3.7,,,,
Bastia,12,12,2013,BAS_005,Sparidae,Sarpa,salpa,1,20,,,,3.7,,,,
Bastia,12,12,2013,BAS_006,Mugilidae,gen.,sp.,6,25,,,,3.7,,,,
Bastia,12,12,2013,BAS_006,Sparidae,Sarpa,salpa,1,20,,0.0623,,D.O.A,,,,
Bastia,12,12,2013,BAS_007,Mugilidae,gen.,sp.,4,20,,,,3.7,,,,
Bastia,12,12,2013,BAS_007,Sparidae,Pagellus,acarne,1,30,,,,3.7,,,,
Bastia,12,12,2013,BAS_008,Mugilidae,gen.,sp.,3,25,,,,3.7,,,,
Bastia,12,12,2013,BAS_008,Sparidae,Sarpa,salpa,1,25,,,,3.7,,,,
Bastia,12,12,2013,BAS_009,Mugilidae,gen.,sp.,5,20,,,,3.7,,,,
Saint_Florent,19,7,2012,FLO_001,Blenniidae,Parablennius,pilicornis,2,,,,,,,,,
Saint_Florent,19,7,2012,FLO_001,Pomacentridae,Chromis,chromis,67,,,,,,,,,
Saint_Florent,19,7,2012,FLO_001,Sparidae,Pagellus,erythrinus,15,,,,,,,,,
Saint_Florent,19,7,2012,FLO_002,Blenniidae,Parablennius,pilicornis,1,,,,,,,,,
Saint_Florent,19,7,2012,FLO_002,Pomacentridae,Chromis,chromis,11,,,,,,,,,
Saint_Florent,19,7,2012,FLO_003,Mullidae,Mullus,surmuletus,2,,,,,,,,,
Saint_Florent,19,7,2012,FLO_003,Pomacentridae,Chromis,chromis,123,,,,,,,,,
Saint_Florent,19,7,2012,FLO_004,Blenniidae,Parablennius,pilicornis,7,,,,,,,,,
Saint_Florent,19,7,2012,FLO_004,Pomacentridae,Chromis,chromis,75,,,,,,,,,
Saint_Florent,19,7,2012,FLO_005,Blenniidae,Parablennius,pilicornis,2,,,,,,,,,
Saint_Florent,19,7,2012,FLO_005,Pomacentridae,Chromis,chromis,155,,,,,,,,,
Saint_Florent,20,7,2012,FLO_001,Atherinidae,Atherina,hepsetus,2,,,,,,,,,
Saint_Florent,20,7,2012,FLO_002,,,,,,,,CARE Vide,,,,,
Saint_Florent,20,7,2012,FLO_003,,,,,,,,CARE Vide,,,,,
Saint_Florent,20,7,2012,FLO_004,,,,,,,,CARE Vide,,,,,
Saint_Florent,20,7,2012,FLO_005,Atherinidae,Atherina,hepsetus,1,,,,,,,,,
Saint_Florent,21,7,2012,FLO_001,Carangidae,Trachurus,sp.,1,,,,,,,,,
Saint_Florent,21,7,2012,FLO_001,Mullidae,Mullus,barbatus,4,,,,,,,,,
Saint_Florent,21,7,2012,FLO_001,Pomacentridae,Chromis,chromis,20,,,,,,,,,
Saint_Florent,21,7,2012,FLO_001,Pomacentridae,Chromis,chromis,2,,,,,,,,,
Saint_Florent,21,7,2012,FLO_001,Blenniidae,Parablennius,sp.,1,,,,,,,,,
Saint_Florent,21,7,2012,FLO_002,Pomacentridae,Chromis,chromis,2,,,,,,,,,
Saint_Florent,21,7,2012,FLO_002,Blenniidae,Parablennius,sp.,1,,,,,,,,,
Saint_Florent,21,7,2012,FLO_002,Mullidae,Mullus,surmuletus,1,,,,,,,,,
Saint_Florent,21,7,2012,FLO_003,Mullidae,Mullus,surmuletus,9,,,,,,,,,
Saint_Florent,21,7,2012,FLO_003,Pomacentridae,Chromis,chromis,1,,,,,,,,,
Saint_Florent,21,7,2012,FLO_004,Sparidae,Diplodus,annularis,1,,,,,,,,,
Saint_Florent,21,7,2012,FLO_005,Mullidae,Mullus,surmuletus,4,,,,,,,,,
Saint_Florent,21,7,2012,FLO_005,Pomacentridae,Chromis,chromis,22,,,,,,,,,
Saint_Florent,26,7,2012,FLO_001,Pomacentridae,Chromis,chromis,6,,,,,,,,,
Saint_Florent,26,7,2012,FLO_001,Blenniidae,Parablennius,sp.,6,,,,,,,,,
Saint_Florent,26,7,2012,FLO_002,Mullidae,Mullus,surmuletus,1,,,,,,,,,
Saint_Florent,26,7,2012,FLO_002,Pomacentridae,Chromis,chromis,2,,,,,,,,,
Saint_Florent,26,7,2012,FLO_002,Pomacentridae,Chromis,chromis,1,,,,,,,,,
Saint_Florent,26,7,2012,FLO_002,Ophicthidae,Apterichtus,caecus,1,,,,,,,,,
Saint_Florent,26,7,2012,FLO_003,Mullidae,Mullus,surmuletus,1,,,,,,,,,
Saint_Florent,26,7,2012,FLO_003,Pomacentridae,Chromis,chromis,3,,,,,,,,,
Saint_Florent,26,7,2012,FLO_003,Blenniidae,Parablennius,sp.,6,,,,,,,,,
Saint_Florent,26,7,2012,FLO_004,Pomacentridae,Chromis,chromis,3,,,,,,,,,
Saint_Florent,26,7,2012,FLO_004,Blenniidae,Parablennius,sp.,1,,,,,,,,,
Saint_Florent,26,7,2012,FLO_005,Pomacentridae,Chromis,chromis,23,,,,,,,,,
Saint_Florent,26,7,2012,FLO_005,Serranidae,Serranus,cabrilla,1,,,,,,,,,
Saint_Florent,26,7,2012,FLO_005,Blenniidae,Parablennius,sp.,2,,,,,,,,,
Saint_Florent,17,8,2012,FLO_001,Atherinidae,Atherina,hepsetus,1,,,,,,,,,
Saint_Florent,17,8,2012,FLO_002,Atherinidae,Atherina,hepsetus,2,,,,,,,,,
Saint_Florent,17,8,2012,FLO_003,,,,,,,,CARE Vide,,,,,
Saint_Florent,17,8,2012,FLO_004,Centracanthidae,Spicara,sp.,1,,,,,,,,,
Saint_Florent,17,8,2012,FLO_005,Atherinidae,Atherina,hepsetus,1,,,,,,,,,
Saint_Florent,18,8,2012,FLO_001,,,,,,,,CARE Vide,,,,,
Saint_Florent,18,8,2012,FLO_002,Mugilidae,gen.,sp.,1,,,,,,,,,
Saint_Florent,18,8,2012,FLO_003,,,,,,,,CARE Vide,,,,,
Saint_Florent,18,8,2012,FLO_004,Pomacentridae,Chromis,chromis,1,,,,,,,,,
Saint_Florent,18,8,2012,FLO_005,,,,,,,,CARE Vide,,,,,
Saint_Florent,19,8,2012,FLO_001,Atherinidae,Atherina,hepsetus,1,,,,,,,,,
Saint_Florent,19,8,2012,FLO_001,Atherinidae,Atherina,hepsetus,1,,,,,,,,,
Saint_Florent,19,8,2012,FLO_002,Atherinidae,Atherina,hepsetus,1,,,,,,,,,
Saint_Florent,19,8,2012,FLO_002,Scorpaenidae,Scorpaena,porcus,1,,,,,,,,,
Saint_Florent,19,8,2012,FLO_003,Atherinidae,Atherina,hepsetus,32,,,,,,,,,
Saint_Florent,19,8,2012,FLO_004,Atherinidae,Atherina,hepsetus,74,,,,,,,,,
Saint_Florent,19,8,2012,FLO_005,Atherinidae,Atherina,hepsetus,102,,,,,,,,,
Saint_Florent,16,9,2012,FLO_001,Congridae,Conger,conger,1,,,,,,,,,
Saint_Florent,16,9,2012,FLO_002,,,, ,,,,CARE Vide,,,,,
Saint_Florent,16,9,2012,FLO_003,Congridae,Conger,conger,1,,,,,,,,,
Saint_Florent,16,9,2012,FLO_003,Pomacentridae,Chromis,chromis,1,,,,,,,,,
Saint_Florent,16,9,2012,FLO_004,,,,,,,,CARE Vide,,,,,
Saint_Florent,16,9,2012,FLO_005,,,,,,,,CARE Vide,,,,,
Saint_Florent,17,9,2012,FLO_001,,,,,,,,CARE Vide,,,,,
Saint_Florent,17,9,2012,FLO_002,,,,,,,,CARE Vide,,,,,
Saint_Florent,17,9,2012,FLO_003,,,,,,,,CARE Vide,,,,,
Saint_Florent,17,9,2012,FLO_004,,,,,,,,CARE Vide,,,,,
Saint_Florent,17,9,2012,FLO_005,,,,,,,,CARE Vide,,,,,
Saint_Florent,18,9,2012,FLO_001,,,,,,,,CARE Vide,,,,,
Saint_Florent,18,9,2012,FLO_002,,,,,,,,CARE Vide,,,,,
Saint_Florent,18,9,2012,FLO_003,,,,,,,,CARE Vide,,,,,
Saint_Florent,18,9,2012,FLO_004,,,,,,,,CARE Vide,,,,,
Saint_Florent,18,9,2012,FLO_005,,,,,,,,CARE Vide,,,,,
Saint_Florent,19,9,2012,FLO_001,,,,,,,,CARE Vide,,,,,
Saint_Florent,19,9,2012,FLO_002,,,,,,,,CARE Vide,,,,,
Saint_Florent,19,9,2012,FLO_003,,,,,,,,CARE Vide,,,,,
Saint_Florent,19,9,2012,FLO_004,,,,,,,,CARE Vide,,,,,
Saint_Florent,19,9,2012,FLO_005,,,,,,,,CARE Vide,,,,,
Saint_Florent,18,10,2012,FLO_001,Syngnathidae,Syngnathus,typhle,1,,,,,,,,,
Saint_Florent,18,10,2012,FLO_002,,,, ,,,,CARE Vide,,,,,
Saint_Florent,18,10,2012,FLO_003,Atherinidae,Atherina,hepsetus,8,,,,,,,,,
Saint_Florent,18,10,2012,FLO_004,Atherinidae,Atherina,hepsetus,2,,,,,,,,,
Saint_Florent,18,10,2012,FLO_005,Atherinidae,Atherina,hepsetus,2,,,,,,,,,
Saint_Florent,8,6,2013,FLO_001,,,,,,,,CARE Vide,,,,,
Saint_Florent,8,6,2013,FLO_002,Centracanthidae,Spicara,smaris,10,,,,,,,,,
Saint_Florent,8,6,2013,FLO_003,Centracanthidae,Spicara,smaris,73,,,,,,,,,
Saint_Florent,8,6,2013,FLO_004,Blenniidae,Parablennius,gattorugine,1,,,,,,,,,
Saint_Florent,8,6,2013,FLO_004,Centracanthidae,Spicara,smaris,55,,,,,,,,,
Saint_Florent,8,6,2013,FLO_005,Centracanthidae,Spicara,smaris,8,,,,,,,,,
Saint_Florent,9,6,2013,FLO_001,Blenniidae,Parablennius,gattorugine,1,,,,,,,,,
Saint_Florent,9,6,2013,FLO_001,Blenniidae,Parablennius,Sanguinolentus,1,,,,,,,,,
Saint_Florent,9,6,2013,FLO_001,Centracanthidae,Spicara,smaris,128,,,,,,,,,
Saint_Florent,9,6,2013,FLO_002,Centracanthidae,Spicara,smaris,108,,,,,,,,,
Saint_Florent,9,6,2013,FLO_002,Sparidae,Spondyliosoma,cantharus,1,,,,,,,,,
Saint_Florent,9,6,2013,FLO_003,Centracanthidae,Spicara,smaris,55,,,,,,,,,
Saint_Florent,9,6,2013,FLO_003,Centracanthidae,Spicara,smaris,100,,,,,,,,,
Saint_Florent,9,6,2013,FLO_003,Sparidae,Dentex,dentex,1,,,,,,,,,
Saint_Florent,9,6,2013,FLO_004,Carangidae,Trachurus,sp.,1,,,,,,,,,
Saint_Florent,9,6,2013,FLO_004,Centracanthidae,Spicara,smaris,51,,,,,,,,,
Saint_Florent,9,6,2013,FLO_005,Centracanthidae,Spicara,smaris,56,,,,,,,,,
Saint_Florent,10,6,2013,FLO_001,Centracanthidae,Spicara,smaris,182,,,,,,,,,
Saint_Florent,10,6,2013,FLO_001,Congridae,Conger,conger,1,,,,,,,,,
Saint_Florent,10,6,2013,FLO_001,Sparidae,Oblada,melanura,4,,,,,,,,,
Saint_Florent,10,6,2013,FLO_001,Sparidae,Spondyliosoma,cantharus,1,,,,,,,,,
Saint_Florent,10,6,2013,FLO_002,Blenniidae,Parablennius,gattorugine,1,,,,,,,,,
Saint_Florent,10,6,2013,FLO_002,Centracanthidae,Spicara,smaris,95,,,,,,,,,
Saint_Florent,10,6,2013,FLO_002,Centracanthidae,Spicara,smaris,7,,,,,,,,,
Saint_Florent,10,6,2013,FLO_003,Centracanthidae,Spicara,smaris,61,,,,,,,,,
Saint_Florent,10,6,2013,FLO_003,Centracanthidae,Spicara,smaris,607,,,,,,,,,
Saint_Florent,10,6,2013,FLO_004,Centracanthidae,Spicara,smaris,20,,,,,,,,,
Saint_Florent,10,6,2013,FLO_004,Centracanthidae,Spicara,smaris,406,,,,,,,,,
Saint_Florent,10,6,2013,FLO_005,Blenniidae,Parablennius,Sanguinolentus,1,,,,,,,,,
Saint_Florent,10,6,2013,FLO_005,Centracanthidae,Spicara,smaris,71,,,,,,,,,
Saint_Florent,10,6,2013,FLO_005,Centracanthidae,Spicara,smaris,61,,,,,,,,,
Saint_Florent,13,6,2013,FLO_001,Centracanthidae,Spicara,smaris,7,,,,,,,,,
Saint_Florent,13,6,2013,FLO_001,Centracanthidae,Spicara,smaris,2,,,,,,,,,
Saint_Florent,13,6,2013,FLO_002,Centracanthidae,Spicara,smaris,3,,,,,,,,,
Saint_Florent,13,6,2013,FLO_003,Blenniidae,Parablennius,Sanguinolentus,1,,,,,,,,,
Saint_Florent,13,6,2013,FLO_003,Centracanthidae,Spicara,smaris,5,,,,,,,,,
Saint_Florent,13,6,2013,FLO_003,Centracanthidae,Spicara,smaris,1,,,,,,,,,
Saint_Florent,13,6,2013,FLO_004,Centracanthidae,Spicara,smaris,17,,,,,,,,,
Saint_Florent,13,6,2013,FLO_004,Centracanthidae,Spicara,smaris,3,,,,,,,,,
Saint_Florent,13,6,2013,FLO_005,Blenniidae,Parablennius,Sanguinolentus,5,,,,,,,,,
Saint_Florent,13,6,2013,FLO_005,Centracanthidae,Spicara,smaris,343,,,,,,,,,
Saint_Florent,13,6,2013,FLO_005,Centracanthidae,Spicara,smaris,40,,,,,,,,,
Saint_Florent,13,6,2013,FLO_005,Sparidae,Oblada,melanura,25,,,,,,,,,
Saint_Florent,13,6,2013,FLO_005,Sparidae,Oblada,melanura,1,,,,,,,,,
Saint_Florent,13,6,2013,FLO_005,Sparidae,Pagrus,pagrus,1,,,,,,,,,
Saint_Florent,13,6,2013,FLO_005,Sparidae,Sarpa,salpa,3,,,,,,,,,
Saint_Florent,13,6,2013,FLO_005,Sparidae,Sarpa,salpa,3,,,,,,,,,
Saint_Florent,9,7,2013,FLO_001,Blenniidae,Parablennius,gattorugine,2,,,,,,,,,
Saint_Florent,9,7,2013,FLO_001,Blenniidae,Parablennius,sanguinolentus,2,,,,,,,,,
Saint_Florent,9,7,2013,FLO_001,Centracanthidae,Spicara,smaris,4,,,,,,,,,
Saint_Florent,9,7,2013,FLO_001,Mullidae,Mullus,surmuletus,1,,,,,,,,,
Saint_Florent,9,7,2013,FLO_001,Sparidae,Oblada,melanura,1,,,,,,,,,
Saint_Florent,9,7,2013,FLO_002,Pomacentridae,Chromis,chromis,1,,,,,,,,,
Saint_Florent,9,7,2013,FLO_002,Sparidae,Oblada,melanura,1,,,,,,,,,
Saint_Florent,9,7,2013,FLO_003,Blenniidae,Parablennius,gattorugine,1,,,,,,,,,
Saint_Florent,9,7,2013,FLO_003,Blenniidae,Lipophrys,trigloides,1,,,,,,,,,
Saint_Florent,9,7,2013,FLO_003,Pomacentridae,Chromis,chromis,1,,,,,,,,,
Saint_Florent,9,7,2013,FLO_004,,,,,,,,CARE Vide,,,,,
Saint_Florent,9,7,2013,FLO_005,,,,,,,,CARE Vide,,,,,
Saint_Florent,10,7,2013,FLO_001,Blenniidae,Parablennius,pilicornis,1,,,,,,,,,
Saint_Florent,10,7,2013,FLO_001,Blenniidae,Lipophrys,trigloides,1,,,,,,,,,
Saint_Florent,10,7,2013,FLO_001,Centracanthidae,Spicara,smaris,3,,,,,,,,,
Saint_Florent,10,7,2013,FLO_001,Sparidae,Oblada,melanura,11,,,,,,,,,
Saint_Florent,10,7,2013,FLO_002,Pomacentridae,Chromis,chromis,1,,,,,,,,,
Saint_Florent,10,7,2013,FLO_002,Sparidae,Oblada,melanura,3,,,,,,,,,
Saint_Florent,10,7,2013,FLO_003,Blenniidae,Parablennius,pilicornis,1,,,,,,,,,
Saint_Florent,10,7,2013,FLO_003,Carangidae,Trachurus,sp.,1,,,,,,,,,
Saint_Florent,10,7,2013,FLO_004,,,,,,,,CARE Vide,,,,,
Saint_Florent,10,7,2013,FLO_005,Mullidae,Mullus,surmuletus,1,,,,,,,,,
Saint_Florent,10,7,2013,FLO_005,Pomacentridae,Chromis,chromis,1,,,,,,,,,
Saint_Florent,10,7,2013,FLO_005,Pomacentridae,Chromis,chromis,1,,,,,,,,,
Saint_Florent,10,7,2013,FLO_005,Sparidae,Diplodus,annularis,1,,,,,,,,,
Saint_Florent,11,7,2013,FLO_001,Blenniidae,Parablennius,pilicornis,1,,,,,,,,,
Saint_Florent,11,7,2013,FLO_001,Sparidae,Oblada,melanura,3,,,,,,,,,
