collection_date,site,collection_time,vessel,gear,n_gear,family,species,dev_stage,n,fishId,size,comments,lat,lon,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/18. A 20,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 13/16. A 20,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 13/17. A 21,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17. A 21,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/16. A 21,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/18. A 20,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/18. A 20,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17. A 22,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/18. A 20,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp2,post-flexion,1,,,D 12/19. A 23,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp2,post-flexion,1,,,D 13/19. A 23,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp2,post-flexion,1,,,D 12/20. A 24,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17. A 20,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17. A 20,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17. A 21,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp3,post-flexion,1,,,D 11/15. A 19,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17. A 21,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17. A 21,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17. A 21,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17. A 21,,,
2014-06-27,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17. A 19,,,
2014-07-01,A,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,2,,,,,,
2014-07-01,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,2,,,,,,
2014-07-01,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140701_6,9.6,,,,
2014-07-01,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140701_7,7.9,,,,
2014-07-01,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140701_8,8.6,,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,2,,,,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,,,,
2014-07-01,B,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,2,,,Very small,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140701_1,,Lost at sea,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140701_2,8.3,,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140701_3,8.6,,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140701_4,,Lost at sea,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140701_5,9.5,,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140701_9,9.7,,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140701_10,8.5,,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,20140701_11,8.62,,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140701_12,9.7,,,,
2014-07-01,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140701_13,8.4,,,,
2014-07-01,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-07-01,C,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,2,,,Very small,,,
2014-07-02,A,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,,,,
2014-07-02,B,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,2,,,Very small,,,
2014-07-02,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-07-02,C,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,Unidentifiable,,,
2014-07-02,C,,Pelagia,CARE,1,Blenniidae,Parablennius sanguinolentus,post-flexion,2,,,,,,
2014-07-02,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140702_1,9.7,,,,
2014-07-03,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-03,B,,Pelagia,CARE,1,Myctophidae,NA,juvenile,1,,,Lampanyctus spp,,,
2014-07-03,C,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140703_1,8.8,,,,
2014-07-03,C,,Pelagia,CARE,1,Sparidae,Pagrus pagrus,post-flexion,1,,,,,,
2014-07-04,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-04,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-04,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp2,post-flexion,2,,,D13/20 A2/23 P13 C8/13/7,,,
2014-07-08,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-08,B,,Pelagia,CARE,1,Blenniidae,Parablennius sp4,post-flexion,1,,,D 12/22. A 25,,,
2014-07-08,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp4,post-flexion,3,,,D 12/22. A 25,,,
2014-07-08,C,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,,,,
2014-07-09,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-09,B,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,Some crustacean larvae (nothing in the others),,,
2014-07-09,B,,Pelagia,CARE,1,Blenniidae,Parablennius sp4,post-flexion,1,,,D 12/22. A 25,,,
2014-07-09,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-10,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-10,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-10,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp4,post-flexion,0,,,D 12/22. A 25,,,
2014-07-10,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140710_1,8.6,,,,
2014-07-10,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140710_2,9,,,,
2014-07-10,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140710_3,8.4,,,,
2014-07-10,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140710_4,8.2,,,,
2014-07-11,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-11,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-07-11,B,,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140711_1,8.4,,,,
2014-07-11,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140711_3,10.1,,,,
2014-07-11,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,,,,
2014-07-11,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140711_2,7.9,,,,
2014-07-15,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-15,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-15,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-15,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140715_1,8.1,,,,
2014-07-15,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140715_2,8.7,,,,
2014-07-15,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140715_3,8.7,,,,
2014-07-16,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-16,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-16,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp4,post-flexion,4,,,D 12/22. A 25,,,
2014-07-16,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,,,,
2014-07-16,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140716_1,11.4,,,,
2014-07-16,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140716_2,11.7,,,,
2014-07-16,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140716_3,12.1,,,,
2014-07-16,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140716_4,9.9,,,,
2014-07-16,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140716_5,10.5,,,,
2014-07-16,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140716_6,11.1,,,,
2014-07-16,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140716_7,10.5,,,,
2014-07-16,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140716_8,8.2,,,,
2014-07-16,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140716_9,8.7,,,,
2014-07-16,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140716_10,8.6,,,,
2014-07-17,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-17,B,,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/18. A 21,,,
2014-07-17,B,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140717_1,10.1,,,,
2014-07-17,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp4,post-flexion,1,,,D 12/22. A 25,,,
2014-07-17,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140717_2,8.6,,,,
2014-07-17,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140717_3,9.1,,,,
2014-07-18,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-18,B,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140718_4,13.4,same as the others ? not sure,,,
2014-07-18,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp3,post-flexion,3,,,D 12/22. A 25,,,
2014-07-18,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,,,,
2014-07-18,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140718_2,9.7,,,,
2014-07-18,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140718_3,9.5,,,,
2014-07-18,C,,Pelagia,CARE,1,Carangidae,Trachurus spp,post-flexion,1,20140718_5,9.2,,,,
2014-07-18,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140718_1,9.5,,,,
2014-07-21,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-21,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-21,C,22:29,Pelagia,CARE,1,Myctophidae,NA,juvenile,1,,,,,,
2014-07-21,C,22:29,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17 A 21,,,
2014-07-21,C,23:09,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,,,,
2014-07-21,C,23:49,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,died quickly,,,
2014-07-21,C,23:49,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_1,9.2,,,,
2014-07-21,C,23:49,Pelagia,CARE,1,Unidentified,Unidentified,post-flexion,1,,,Trachinidae ?,,,
2014-07-22,A,04:21,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,dead,,,
2014-07-22,A,05:00,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,dead,,,
2014-07-22,B,00:24,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-07-22,B,00:24,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17 A 20 ,,,
2014-07-22,B,01:44,Pelagia,CARE,1,Unidentified,Unidentified,juvenile,1,,,eaten (bitten),,,
2014-07-22,B,03:05,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,dead,,,
2014-07-22,B,03:45,Pelagia,CARE,1,Scorpaenidae,Scorpaena porcus,post-flexion,1,,,,,,
2014-07-22,B,05:44,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,2,,,dead,,,
2014-07-22,C,01:07,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,died quickly,,,
2014-07-22,C,01:49,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,dead,,,
2014-07-22,C,03:50,Pelagia,CARE,1,Scorpaenidae,Scorpaena porcus,post-flexion,1,,,,,,
2014-07-22,C,03:50,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,dead,,,
2014-07-22,C,04:31,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,3,,,dead,,,
2014-07-22,C,05:09,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,dead,,,
2014-07-22,C,05:09,Pelagia,CARE,1,Serranidae,Serranus hepatus,post-flexion,1,,,ID with Antonio based on the black dot of the dorsal fin,,,
2014-07-22,C,05:09,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,dead,,,
2014-07-22,C,05:49,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,dead,,,
2014-07-22,C,05:49,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,2,,,dead,,,
2014-07-22,C,22:31,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140723_3,9.7,,,,
2014-07-22,C,22:31,Pelagia,CARE,1,Blenniidae,Parablennius sp3,post-flexion,1,,,DXII/14 A18,,,
2014-07-22,C,23:09,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,2,,,dead,,,
2014-07-22,C,23:09,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140723_2,12,NA,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_2,8.8,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_3,9.2,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_4,9.2,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_5,10.2,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_6,8.4,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_7,10.1,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_8,9.2,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_9,8.9,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_10,9.5,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_11,8.7,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_12,9.4,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_13,9.6,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_14,10.8,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_15,8.8,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_16,9.7,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_17,9.5,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_18,9.4,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_19,9.4,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_20,9.1,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_21,9.9,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_22,9.1,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_23,9.6,,,,
2014-07-22,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140722_24,8.8,,,,
2014-07-22,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140722_25,8.6,,,,
2014-07-22,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140722_26,9.1,,,,
2014-07-23,A,00:20,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17 A 21,,,
2014-07-23,B,02:26,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140723_1,8.9,,,,
2014-07-23,B,02:26,Pelagia,CARE,1,Blenniidae,Parablennius sp3,post-flexion,1,,,D 18/10 A 25 ,,,
2014-07-23,B,03:44,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,dead,,,
2014-07-23,B,06:24,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140723_7,8.4,,,,
2014-07-23,B,23:04,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,2,,,,,,
2014-07-23,B,23:04,Pelagia,CARE,1,Sparidae,Diplodus sargus,post-flexion,2,,,D XI/12 - A III/14. pigment precaudal but smaller than O. melanura,,,
2014-07-23,B,23:46,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140724_2,12.4,,,,
2014-07-23,B,23:46,Pelagia,CARE,1,Sparidae,Pagellus mormyrus,post-flexion,2,,,D XI/12 - A 3/11,,,
2014-07-23,B,23:46,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,,,,
2014-07-23,C,00:29,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,dead,,,
2014-07-23,C,00:29,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,4,,,dead,,,
2014-07-23,C,01:54,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,0,,,,,,
2014-07-23,C,02:31,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,dead,,,
2014-07-23,C,04:29,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,dead,,,
2014-07-23,C,05:10,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,dead,,,
2014-07-23,C,06:29,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,20140723_8,8.4,,,,
2014-07-23,C,23:10,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140724_3,9.2,,,,
2014-07-23,C,23:10,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,,,,
2014-07-23,C,23:51,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,,,,
2014-07-23,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140723_4,9.6,,,,
2014-07-23,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140723_5,9.3,,,,
2014-07-23,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140723_6,8.4,,,,
2014-07-23,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140723_9,7.8,,,,
2014-07-23,,,Pelagia,BLT,1,Sparidae,Oblada melanura,post-flexion,1,20140723_10,9.6,,,,
2014-07-23,,,Pelagia,BLT,1,Sparidae,Diplodus annularis,post-flexion,1,20140723_11,8.4,,,,
2014-07-24,A,04:21,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,dead,,,
2014-07-24,A,05:01,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,dead (bitten). Current reverted. now S to N,,,
2014-07-24,A,05:40,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,dead,,,
2014-07-24,A,05:40,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,dead D 13/17 A 20 ,,,
2014-07-24,A,06:20,Pelagia,CARE,1,Blenniidae,Parablennius sp3,post-flexion,1,,,lots of small predators  D 12/15 A 17,,,
2014-07-24,B,00:25,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,dead,,,
2014-07-24,B,00:25,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,,,,
2014-07-24,B,00:25,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,,,,
2014-07-24,B,01:04,Pelagia,CARE,1,Sparidae,Diplodus annularis,post-flexion,1,,,dead,,,
2014-07-24,B,01:04,Pelagia,CARE,1,Sparidae,Diplodus sargus,post-flexion,1,,,,,,
2014-07-24,B,01:04,Pelagia,CARE,1,Sparidae,Pagrus pagrus,post-flexion,2,,,dead,,,
2014-07-24,B,01:04,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,dead,,,
2014-07-24,B,03:05,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140724_1,10.1,,,,
2014-07-24,B,03:05,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,dead,,,
2014-07-24,B,03:05,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,dead,,,
2014-07-24,B,03:05,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,dead,,,
2014-07-24,B,03:44,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,dead,,,
2014-07-24,B,03:44,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,dead (bitten),,,
2014-07-24,B,23:09,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17 A 20,,,
2014-07-24,B,23:47,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,2,,,dead,,,
2014-07-24,B,23:47,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17 A 19 ,,,
2014-07-24,C,01:54,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,,,,
2014-07-24,C,22:00,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,lots of big predators D 12/17 A 20,,,
2014-07-24,C,22:33,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,dead. lots of big predators,,,
2014-07-24,C,23:53,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,dead. lots of big predators,,,
2014-07-24,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140724_4,8.3,dead,,,
2014-07-24,,,Pelagia,BLT,1,Pomacentridae,Chromis chromis,post-flexion,1,20140724_5,9.1,dead,,,
2014-07-25,A,23:40,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,,,,
2014-07-25,B,00:30,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,,,,
2014-07-25,B,00:30,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,,,,
2014-07-25,B,00:30,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,,,,
2014-07-25,B,01:08,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17 A 21,,,
2014-07-25,B,01:47,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17 A 21,,,
2014-07-25,B,02:32,Pelagia,CARE,1,Scorpaenidae,Scorpaena porcus,post-flexion,1,,,,,,
2014-07-25,C,,Pelagia,CARE,1,NA,NA,NA,0,,,,,,
2014-07-26,A,,Pelagia,CARE,1,NA,NA,NA,0,,,,,,
2014-07-26,B,00:25,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17 A21,,,
2014-07-26,B,01:45,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,other specie transparent . no pigment on the head,,,
2014-07-26,C,01:49,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,dead,,,
2014-07-26,C,04:30,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,dead,,,
2014-07-26,C,05:09,Pelagia,CARE,1,Blenniidae,Parablennius sp4,post-flexion,1,,,One predator in the trap. D 12/15 A 19,,,
2014-07-26,C,05:09,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,dead. One predator in the trap. ,,,
2014-07-26,C,05:42,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,dead,,,
2014-07-26,C,05:50,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,dead ,,,
2014-07-26,C,05:50,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,2,,,dead,,,
2014-07-26,C,06:30,Pelagia,CARE,1,Sparidae,NA,post-flexion,1,,,dead ,,,
2014-07-26,B,23:42,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,,,,
2014-07-27,A,,Pelagia,CARE,1,NA,NA,NA,0,,,,,,
2014-07-27,B,00:26,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,dead D12/17 A 21,,,
2014-07-27,C,01:12,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,,,,
2014-07-27,C,01:50,Pelagia,CARE,1,Blenniidae,Parablennius sp4,post-flexion,1,,,D 12/21 A 25 ,,,
2014-07-27,C,02:43,Pelagia,CARE,1,Blenniidae,Parablennius sp4,post-flexion,1,,,D 12/21 A 25,,,
2014-07-27,C,03:12,Pelagia,CARE,1,Blenniidae,Parablennius sp4,post-flexion,1,,,D 12/21 A 25,,,
